APT_Email,Presence_Email
R_320_33565,0
R_320_33784,1
R_320_33899,1
R_320_33936,0
R_320_33973,1
R_320_34036,0
R_320_34046,0
R_320_34106,0
R_320_34177,1
R_320_34193,1
R_320_34275,1
R_320_34297,0
R_320_34342,0
R_320_34364,1
R_320_34386,0
R_320_34573,0
R_320_34600,0
R_320_34618,0
R_320_34790,0
R_320_34831,1
R_320_34858,1
R_320_35115,1
R_320_35139,1
R_320_35152,0
R_320_35194,1
R_320_35242,1
R_320_35428,1
R_320_35637,0
R_320_35843,1
R_320_35848,1
R_320_35993,1
R_320_36000,1
R_320_36007,1
R_320_36050,1
R_320_36130,0
R_320_36142,1
R_320_36146,1
R_320_36181,1
R_320_36183,1
R_320_36229,0
R_320_36345,0
R_320_36376,0
R_320_36382,1
R_320_36401,1
R_320_36403,1
R_320_36432,1
R_320_36457,1
R_320_36463,1
R_320_36511,0
R_320_36512,1
R_320_36584,1
R_320_36618,0
R_320_36684,1
R_320_36702,1
R_320_36714,1
R_320_36749,1
R_320_36769,1
R_320_36796,0
R_320_37093,0
R_320_37113,1
R_320_37116,0
R_320_37218,0
R_320_37258,1
R_320_37262,1
R_320_37276,1
R_320_37295,0
R_320_37336,1
R_320_37460,0
R_320_37479,1
R_320_37516,0
R_320_37546,1
R_320_37553,1
R_320_37566,0
R_320_37607,0
R_320_37624,0
R_320_37675,1
R_320_37900,0
R_320_37923,1
R_320_37951,1
R_320_37953,0
R_320_37965,0
R_320_38094,1
R_320_38110,1
R_320_38111,1
R_320_38119,0
R_320_38127,1
R_320_38144,1
R_320_38149,1
R_320_38178,1
R_320_38298,1
R_320_38321,0
R_320_38335,0
R_320_38357,1
R_320_38361,0
R_320_38364,0
R_320_38380,1
R_320_38396,1
R_320_38402,1
R_320_38404,1
R_320_38526,1
R_320_38625,0
R_320_38642,1
R_320_38653,1
R_320_38660,1
R_320_38769,1
R_320_38812,0
R_320_38818,1
R_320_38836,0
R_320_38846,0
R_320_38927,0
R_320_38928,1
R_320_38947,0
R_320_38949,0
R_320_38951,1
R_320_38952,0
R_320_38954,0
R_320_38956,1
R_320_38957,1
R_320_38959,0
R_320_38961,0
R_320_38971,0
R_320_38975,1
R_320_38984,1
R_320_39000,1
R_320_39003,1
R_320_39007,0
R_320_39016,0
R_320_39026,1
R_320_39032,1
R_320_39034,1
R_320_39037,0
R_320_39038,1
R_320_39043,1
R_320_39045,0
R_320_39052,1
R_320_39057,1
R_320_39063,1
R_320_39067,1
R_320_39070,0
R_320_39072,0
R_320_39079,1
R_320_39086,0
R_320_39099,1
R_320_39107,1
R_320_39109,0
R_320_39110,1
R_320_39112,1
R_320_39114,0
R_320_39115,0
R_320_39121,1
R_320_39125,1
R_320_39133,1
R_320_39152,0
R_320_39160,0
R_320_39166,0
R_320_39167,0
R_320_39170,0
R_320_39175,1
R_320_39185,1
R_320_39195,1
R_320_39201,1
R_320_39204,1
R_320_39214,1
R_320_39217,0
R_320_39220,1
R_320_39223,0
R_320_39225,1
R_320_39228,1
R_320_39229,0
R_320_39233,1
R_320_39239,0
R_320_39243,1
R_320_39245,1
R_320_39248,0
R_320_39254,1
R_320_39255,0
R_320_39256,1
R_320_39265,0
R_320_39279,1
R_320_39280,0
R_320_39281,0
R_320_39282,0
R_320_39292,1
R_320_39296,1
R_320_39300,0
R_320_39303,1
R_320_39315,1
R_320_39318,1
R_320_39322,1
R_320_39328,0
R_320_39331,1
R_320_39344,1
R_320_39345,1
R_320_39348,0
R_320_39358,1
R_320_39359,0
R_320_39364,1
R_320_39369,0
R_320_39374,1
R_320_39377,1
R_320_39389,0
R_320_39403,1
R_320_39413,0
R_320_39420,0
R_320_39421,0
R_320_39434,0
R_320_39448,0
R_320_39453,0
R_320_39475,1
R_320_39483,1
R_320_39499,1
R_320_39534,1
R_320_39565,0
R_320_39583,1
R_320_39584,1
R_320_39593,1
R_320_39815,1
R_320_39844,1
R_320_39854,1
R_320_39959,0
R_320_39973,1
R_320_40002,1
R_320_40193,0
R_320_40303,0
R_320_40606,1
R_320_40934,1
R_320_40949,0
R_320_40980,1
R_320_41041,0
R_320_41128,1
R_320_41205,0
R_320_41222,1
R_320_41307,0
R_320_41377,1
R_320_41382,0
R_320_41531,1
R_320_41549,1
R_320_41586,1
R_320_41624,1
R_320_41639,0
R_320_41645,1
R_320_41650,1
R_320_41656,0
R_320_41708,1
R_320_41763,1
R_320_41765,1
R_320_41826,0
R_320_41926,0
R_320_41944,0
R_320_41949,1
R_320_41955,0
R_320_42020,1
R_320_42110,1
R_320_42116,1
R_320_42143,0
R_320_42239,1
R_320_42291,1
R_320_42299,1
R_320_42355,0
R_320_42364,0
R_320_42387,1
R_320_42395,0
R_320_42444,0
R_320_42466,0
R_320_42528,1
R_320_42562,1
R_320_42682,1
R_320_42702,1
R_320_42874,1
R_320_42892,1
R_320_42893,0
R_320_42943,1
R_320_42978,0
R_320_42994,1
R_320_42997,1
R_320_43006,1
R_320_43086,0
R_320_43124,1
R_320_43125,1
R_320_43149,1
R_320_43162,1
R_320_43235,1
R_320_43251,0
R_320_43268,0
R_320_43276,1
R_320_43294,1
R_320_43299,1
R_320_43304,0
R_320_43326,1
R_320_43334,1
R_320_43335,0
R_320_43341,1
R_320_43344,0
R_320_43346,0
R_320_43357,0
R_320_43359,0
R_320_43364,1
R_320_43376,1
R_320_43378,1
R_320_43382,0
R_320_43386,0
R_320_43409,1
R_320_43411,0
R_320_43420,1
R_320_43422,0
R_320_43428,0
R_320_43429,1
R_320_43433,1
R_320_43434,1
R_320_43437,1
R_320_43438,0
R_320_43442,1
R_320_43451,1
R_320_43455,0
R_320_43458,0
R_320_43460,0
R_320_43464,1
R_320_43473,1
R_320_43475,1
R_320_43476,0
R_320_43477,0
R_320_43480,0
R_320_43491,1
R_320_43497,1
R_320_43501,1
R_320_43502,1
R_320_43510,1
R_320_43511,0
R_320_43513,1
R_320_43523,1
R_320_43524,1
R_320_43525,0
R_320_43526,1
R_320_43529,1
R_320_43535,0
R_320_43536,0
R_320_43537,0
R_320_43540,0
R_320_43544,0
R_320_43545,1
R_320_43546,0
R_320_43547,1
R_320_43548,1
R_320_43552,1
R_320_43554,0
R_320_43557,1
R_320_43559,1
R_320_43563,1
R_320_43567,1
R_320_43570,1
R_320_43571,0
R_320_43574,1
R_320_43575,0
R_320_43579,0
R_320_43582,1
R_320_43584,0
R_320_43587,1
R_320_43588,1
R_320_43589,0
R_320_43590,1
R_320_43592,0
R_320_43594,0
R_320_43596,1
R_320_43599,0
R_320_43600,1
R_320_43602,1
R_320_43606,0
R_320_43611,1
R_320_43612,0
R_320_43620,0
R_320_43623,1
R_320_43630,0
R_320_43631,0
R_320_43632,1
R_320_43635,1
R_320_43637,0
R_320_43640,1
R_320_43641,0
R_320_43643,0
R_320_43644,0
R_320_43655,1
R_320_43657,0
R_320_43658,0
R_320_43670,0
R_320_43671,1
R_320_43674,1
R_320_43677,0
R_320_43679,0
R_320_43680,1
R_320_43683,1
R_320_43684,0
R_320_43686,1
R_320_43689,1
R_320_43691,1
R_320_43692,1
R_320_43699,1
R_320_43708,1
R_320_43714,1
R_320_43716,0
R_320_43717,0
R_320_43726,1
R_320_43727,0
R_320_43729,1
R_320_43732,0
R_320_43763,1
R_320_43764,1
R_320_43770,1
R_320_43776,0
R_320_43777,1
R_320_43778,0
R_320_43792,1
R_320_43797,1
R_320_43803,1
R_320_43810,1
R_320_43811,1
R_320_43813,1
R_320_43814,1
R_320_43818,0
R_320_43820,0
R_320_43822,0
R_320_43828,0
R_320_43861,0
R_320_43911,0
R_320_44290,0
R_320_44851,1
R_320_98301,0
R_320_114900,1
R_320_115808,1
R_320_128306,1
R_320_135202,0
R_320_148809,0
R_320_150623,0
R_320_150821,0
R_320_152579,1
R_320_153023,0
R_320_153106,0
R_320_153585,0
R_320_154484,0
R_320_156026,0
R_320_156786,0
R_320_158600,0
R_320_158626,0
R_320_159970,1
R_320_160408,0
R_320_162008,0
R_320_165795,1
R_320_167411,0
R_320_167858,0
R_320_168179,0
R_320_169508,0
R_320_170886,0
R_320_181107,0
R_320_186403,1
R_320_201905,0
R_320_208207,0
R_320_210609,1
R_320_217109,0
R_320_217208,0
R_320_229500,0
R_320_238303,0
R_320_243808,0
R_320_253401,1
R_320_258608,1
R_320_266205,0
R_320_267906,0
R_320_269407,0
R_320_275503,1
R_320_297309,0
R_320_297903,0
R_320_313601,0
R_320_317602,0
R_320_319004,0
R_320_336909,1
R_320_337709,0
R_320_339903,0
R_320_342600,0
R_320_360909,0
R_320_364802,0
R_320_365403,0
R_320_365908,0
R_320_374702,1
R_320_385005,1
R_320_387803,0
R_320_390401,0
R_320_439901,0
R_320_448506,0
R_320_453605,0
R_320_454207,0
R_320_454702,0
R_320_457903,0
R_320_476101,0
R_320_483107,0
R_320_513002,0
R_320_536706,0
R_320_544106,0
R_320_545103,0
R_320_548404,0
R_320_551408,1
R_320_554501,0
R_320_560409,1
R_320_561209,0
R_320_564401,0
R_320_569301,0
R_320_577809,1
R_320_598508,1
R_320_616102,0
R_320_628404,0
R_320_631507,0
R_320_651604,0
R_320_675702,0
R_320_678904,0
R_320_683102,0
R_320_704007,0
R_320_722306,0
R_320_732503,0
R_320_735209,0
R_320_746602,0
R_320_772004,1
R_320_784702,1
R_320_791301,1
R_320_795708,0
R_320_797209,1
R_320_803601,0
R_320_814509,0
R_320_825802,0
R_320_836700,0
R_320_848002,0
R_320_849406,0
R_320_850503,0
R_320_851709,0
R_320_852400,0
R_320_855700,1
R_320_879304,0
R_320_888800,0
R_320_889808,1
R_320_891606,0
R_320_931303,0
R_320_982702,0
R_320_984906,0
R_320_997403,0
R_320_1005701,1
R_320_1005909,1
R_320_1009307,1
R_320_1056100,1
R_320_1060102,1
R_320_1062009,0
R_320_1067207,1
R_320_1101591,0
R_320_1102466,0
R_320_1103514,0
R_320_1104694,0
R_320_1120336,0
R_320_1120716,0
R_320_1192004,0
R_320_1193200,1
R_320_1207406,0
R_320_1210905,0
R_320_1213909,0
R_320_1233907,0
R_320_1246107,0
R_320_1261106,1
R_320_1265206,0
R_320_1265701,1
R_320_1266501,1
R_320_1267509,0
R_320_1285808,0
R_320_1426502,0
R_320_1474006,0
R_320_1484401,1
R_320_1518604,1
R_320_1524305,0
R_320_1525302,0
R_320_1529700,0
R_320_1531003,0
R_320_1544808,0
R_320_1589001,0
R_320_1603901,0
R_320_1605708,0
R_320_1609908,0
R_320_1611201,0
R_320_3009370,0
R_320_3013455,0
R_320_3017571,1
R_320_3032232,0
R_320_3045614,0
R_320_3059334,0
R_320_3098803,0
R_320_3106044,0
R_320_3118015,0
R_320_3133121,0
R_320_3167160,0
R_320_3174166,0
R_320_3255189,0
R_320_3258365,0
R_320_3258431,0
R_320_5001920,0
R_320_5004031,0
R_320_5004148,0
R_320_5004932,1
R_320_5007588,0
R_320_5007604,0
R_320_5007786,1
R_320_5011838,1
R_320_5011937,1
R_320_5013644,0
R_320_5013875,1
R_320_5015326,1
R_320_5015417,0
R_320_5016449,0
R_320_5020300,0
R_320_5020698,1
R_320_5025184,0
R_320_5027792,1
R_320_5028816,0
R_320_5036074,1
R_320_5036108,1
R_320_5037825,1
R_320_5038468,0
R_320_5039441,1
R_320_5042569,0
R_320_5044409,0
R_320_5059092,0
R_320_5060660,0
R_320_5060702,0
R_320_5060918,0
R_320_5062450,0
R_320_5067608,0
R_320_5068960,1
R_320_5071659,1
R_320_5076161,0
R_320_5079009,1
R_320_5081880,0
R_320_5082979,0
R_320_5085188,0
R_320_5088877,1
R_320_5096318,1
R_320_5098959,0
R_320_5100771,0
R_320_5104534,1
R_320_5114491,0
R_320_5122643,1
R_320_5123443,0
R_320_5126222,1
R_320_5134358,0
R_320_5136486,0
R_320_5137864,1
R_320_5140033,0
R_320_5141064,0
R_320_5141668,0
R_320_5144928,0
R_320_5147285,0
R_320_5148978,1
R_320_5149695,1
R_320_5149729,0
R_320_5154406,0
R_320_5154943,1
R_320_5154992,1
R_320_5156021,1
R_320_5163936,0
R_320_5164363,1
R_320_5165261,1
R_320_5166871,0
R_320_5166970,0
R_320_5171723,0
R_320_5174487,0
R_320_5178231,0
R_320_5178520,1
R_320_5179213,1
R_320_5179544,0
R_320_5179833,0
R_320_5179908,0
R_320_5179999,0
R_320_5181094,1
R_320_5182829,0
R_320_5182894,0
R_320_5183199,1
R_320_5188040,0
R_320_5188115,0
R_320_5190152,1
R_320_5193065,0
R_320_5196365,1
R_320_5196555,1
R_320_5196761,0
R_320_5197454,0
R_320_5198452,1
R_320_5205471,0
R_320_5206651,0
R_320_5213046,1
R_320_5221445,0
R_320_5222211,1
R_320_5222526,0
R_320_5226212,0
R_320_5227764,0
R_320_5232269,0
R_320_5232541,1
R_320_5234828,0
R_320_5236542,1
R_320_5238274,0
R_320_5240817,1
R_320_5243175,0
R_320_5246053,0
R_320_5247077,0
R_320_5248562,1
R_320_5249495,1
R_320_5251921,0
R_320_5254255,0
R_320_5254503,0
R_320_5254610,0
R_320_5255476,0
R_320_5256474,0
R_320_5256524,0
R_320_5274212,0
R_320_5280169,0
R_320_5282306,1
R_320_5283536,0
R_320_5292057,1
R_320_5295340,0
R_320_5299581,1
R_320_5301312,0
R_320_5303797,0
R_320_5304233,0
R_320_5304605,0
R_320_5304621,1
R_320_5307699,1
R_320_5307723,1
R_320_5308457,1
R_320_5313598,1
R_320_5313887,1
R_320_5314786,0
R_320_5316690,0
R_320_5316740,0
R_320_5317367,0
R_320_5319827,1
R_320_5322276,0
R_320_5328398,1
R_320_5329057,1
R_320_5335922,0
R_320_5337423,1
R_320_5337977,1
R_320_5339528,1
R_320_5339767,0
R_320_5339791,1
R_320_5340344,0
R_320_5342985,0
R_320_5343637,0
R_320_5348214,0
R_320_5348651,0
R_320_5349352,0
R_320_5350467,0
R_320_5353388,0
R_320_5362892,0
R_320_5363981,0
R_320_5364047,0
R_320_5365903,0
R_320_5367214,0
R_320_5368782,0
R_320_5369392,0
R_320_5369533,0
R_320_5371372,1
R_320_5373527,0
R_320_5374632,1
R_320_5374913,0
R_320_5374970,1
R_320_5377502,0
R_320_5378401,1
R_320_5380001,0
R_320_5381405,0
R_320_5382601,0
R_320_5382650,0
R_320_5382833,1
R_320_5383906,0
R_320_5388053,0
R_320_5389465,1
R_320_5389671,0
R_320_5390752,1
R_320_5391479,0
R_320_5391768,0
R_320_5392469,1
R_320_5393970,0
R_320_5399720,0
R_320_5400460,1
R_320_5400882,0
R_320_5401377,0
R_320_5401799,1
R_320_5401914,1
R_320_5402177,0
R_320_5404900,1
R_320_5410790,0
R_320_5412010,0
R_320_5414891,1
R_320_5415401,0
R_320_5417506,0
R_320_5420575,0
R_320_5421482,0
R_320_5426184,1
R_320_5428867,0
R_320_5431200,0
R_320_5433032,0
R_320_5438080,1
R_320_5438635,0
R_320_5439120,0
R_320_5442777,1
R_320_5444294,1
R_320_5444716,0
R_320_5446422,0
R_320_5446802,1
R_320_5450176,0
R_320_5450770,1
R_320_5451216,0
R_320_5453881,0
R_320_5454236,0
R_320_5454616,0
R_320_5454764,0
R_320_5456165,0
R_320_5457098,0
R_320_5458674,1
R_320_5459359,0
R_320_5459631,0
R_320_5460969,0
R_320_5461397,0
R_320_5461587,0
R_320_5461876,1
R_320_5464086,0
R_320_5466610,0
R_320_5467725,1
R_320_5468285,0
R_320_5468368,0
R_320_5468988,1
R_320_5469861,0
R_320_5470422,0
R_320_5470539,0
R_320_5473491,0
R_320_5473509,1
R_320_5474077,0
R_320_5474986,0
R_320_5477054,0
R_320_5478342,0
R_320_5479274,1
R_320_5481007,0
R_320_5481080,0
R_320_5482278,0
R_320_5482286,1
R_320_5484043,0
R_320_5484407,0
R_320_5486097,0
R_320_5486592,1
R_320_5486766,1
R_320_5487269,1
R_320_5487822,0
R_320_5488424,1
R_320_5489950,0
R_320_5491717,0
R_320_5492301,1
R_320_5493192,1
R_320_5494562,0
R_320_5494844,0
R_320_5495627,0
R_320_5496898,0
R_320_5498449,0
R_320_5498779,0
R_320_5500012,0
R_320_5501176,1
R_320_5502927,0
R_320_5505227,0
R_320_5505912,1
R_320_5506969,1
R_320_5508171,0
R_320_5516844,0
R_320_5516976,0
R_320_5520911,0
R_320_5525670,1
R_320_5530134,1
R_320_5531637,0
R_320_5533344,1
R_320_5536925,0
R_320_5537766,0
R_320_5539226,1
R_320_5540182,0
R_320_5540455,0
R_320_5540869,0
R_320_5541263,0
R_320_5543848,0
R_320_5546049,0
R_320_5546791,1
R_320_5549654,1
R_320_5550793,1
R_320_5553722,1
R_320_5555008,0
R_320_5556147,0
R_320_5556980,0
R_320_5557616,0
R_320_5557848,1
R_320_5559505,0
R_320_5561824,1
R_320_5563945,0
R_320_5564349,1
R_320_5566799,0
R_320_5567896,0
R_320_5568746,0
R_320_5570080,1
R_320_5570569,0
R_320_5572870,0
R_320_5574314,0
R_320_5578745,1
R_320_5579552,0
R_320_5580311,0
R_320_5582200,0
R_320_5583802,0
R_320_5585633,1
R_320_5592308,0
R_320_5593496,0
R_320_5597174,0
R_320_5599931,0
R_320_5600812,0
R_320_5603220,0
R_320_5604848,1
R_320_5610530,1
R_320_5611991,1
R_320_5613336,0
R_320_5615984,1
R_320_5617113,0
R_320_5617303,0
R_320_5618095,1
R_320_5618137,0
R_320_5619143,0
R_320_5620646,1
R_320_5622535,1
R_320_5622790,0
R_320_5624887,0
R_320_5625645,0
R_320_5625926,1
R_320_5627245,1
R_320_5634845,0
R_320_5638846,1
R_320_5639679,1
R_320_5643044,0
R_320_5643127,0
R_320_5643200,0
R_320_5652300,1
R_320_5653910,0
R_320_5654066,0
R_320_5656947,1
R_320_5657234,0
R_320_5657291,0
R_320_5660550,0
R_320_5660600,0
R_320_5660923,0
R_320_5661426,1
R_320_5663851,1
R_320_5665799,1
R_320_5665997,0
R_320_5668355,1
R_320_5669403,0
R_320_5670906,0
R_320_5671011,0
R_320_5673843,0
R_320_5674312,0
R_320_5678107,0
R_320_5681010,1
R_320_5681648,1
R_320_5681796,1
R_320_5683172,1
R_320_5685177,1
R_320_5687884,0
R_320_5687983,1
R_320_5688619,1
R_320_5689807,0
R_320_5690318,0
R_320_5690698,1
R_320_5691639,0
R_320_5691860,0
R_320_5692231,0
R_320_5692652,1
R_320_5694021,0
R_320_5695465,0
R_320_5701008,1
R_320_5702360,0
R_320_5703137,1
R_320_5705132,0
R_320_5707260,1
R_320_5708995,1
R_320_5709704,0
R_320_5713292,0
R_320_5713789,0
R_320_5716113,0
R_320_5716444,1
R_320_5718168,0
R_320_5720073,0
R_320_5720412,1
R_320_5721188,1
R_320_5724554,1
R_320_5728662,0
R_320_5733902,1
R_320_5737655,1
R_320_5739628,0
R_320_5739818,1
R_320_5739917,0
R_320_5740188,0
R_320_5740337,0
R_320_5741483,1
R_320_5744784,0
R_320_5745575,1
R_320_5749288,1
R_320_5749304,0
R_320_5749650,0
R_320_5750054,0
R_320_5750161,1
R_320_5750443,1
R_320_5750930,0
R_320_5754478,0
R_320_5757141,0
R_320_5757216,0
R_320_5758172,0
R_320_5758487,1
R_320_5766233,0
R_320_5767405,0
R_320_5768239,0
R_320_5768411,0
R_320_5769450,1
R_320_5771373,0
R_320_5772389,0
R_320_5774898,0
R_320_5775390,0
R_320_5776281,0
R_320_5777115,1
R_320_5778881,0
R_320_5779202,1
R_320_5780457,0
R_320_5783238,0
R_320_5783667,0
R_320_5786645,1
R_320_5788203,0
R_320_5788229,0
R_320_5790779,0
R_320_5791132,1
R_320_5792593,0
R_320_5793955,0
R_320_5794334,1
R_320_5794375,0
R_320_5794441,0
R_320_5794920,0
R_320_5794946,1
R_320_5797709,1
R_320_5800065,1
R_320_5800800,0
R_320_5801212,0
R_320_5802715,1
R_320_5805452,0
R_320_5805767,1
R_320_5806138,0
R_320_5806880,1
R_320_5807219,1
R_320_5810429,1
R_320_5812649,0
R_320_5812961,0
R_320_5813068,1
R_320_5814322,1
R_320_5817317,0
R_320_5817481,0
R_320_5824594,0
R_320_5827241,1
R_320_5831524,1
R_320_5831813,0
R_320_5834650,0
R_320_5834791,0
R_320_5837190,0
R_320_5838693,1
R_320_5839170,0
R_320_5841283,0
R_320_5842752,0
R_320_5843651,1
R_320_5844816,1
R_320_5846951,1
R_320_5847157,1
R_320_5847637,0
R_320_5848189,0
R_320_5852322,0
R_320_5854021,1
R_320_5856448,0
R_320_5859582,0
R_320_5859954,0
R_320_5861539,1
R_320_5864665,0
R_320_5868310,0
R_320_5868609,1
R_320_5873971,0
R_320_5874797,0
R_320_5874847,0
R_320_5875596,1
R_320_5875760,0
R_320_5876016,1
R_320_5877873,0
R_320_5879200,1
R_320_5881172,0
R_320_5883152,0
R_320_5883863,1
R_320_5884192,1
R_320_5884671,0
R_320_5884879,0
R_320_5887880,0
R_320_5889415,1
R_320_5890306,1
R_320_5892583,1
R_320_5893896,0
R_320_5895057,0
R_320_5895370,1
R_320_5898739,1
R_320_5899190,1
R_320_5899414,1
R_320_5899901,1
R_320_5902523,1
R_320_5904297,1
R_320_5908140,0
R_320_5909452,1
R_320_5909544,1
R_320_5910500,1
R_320_5912431,1
R_320_5913306,0
R_320_5913546,1
R_320_5915822,0
R_320_5918107,0
R_320_5919790,1
R_320_5919832,1
R_320_5920673,1
R_320_5922844,1
R_320_5925094,0
R_320_5925524,1
R_320_5927132,1
R_320_5927199,0
R_320_5928585,1
R_320_5930615,1
R_320_5930896,0
R_320_5930946,1
R_320_5933635,1
R_320_5934914,1
R_320_5935523,1
R_320_5935556,1
R_320_5935747,0
R_320_5936349,1
R_320_5938675,0
R_320_5939947,1
R_320_5940226,0
R_320_5941752,1
R_320_5941984,0
R_320_5942495,0
R_320_5943527,0
R_320_5945167,0
R_320_5945548,1
R_320_5945811,0
R_320_5947304,0
R_320_5948526,1
R_320_5949672,0
R_320_5951082,1
R_320_5956487,0
R_320_5958186,1
R_320_5961198,0
R_320_5962394,1
R_320_5963368,1
R_320_5968920,1
R_320_5970041,1
R_320_5972930,0
R_320_5988522,1
R_320_5988977,0
R_320_5989447,1
R_320_5992375,0
R_320_5993589,0
R_320_5993696,0
R_320_5996004,0
R_320_5997648,0
R_320_5997671,0
R_320_5999453,0
R_320_6000319,0
R_320_6007884,0
R_320_6008411,0
R_320_6013197,1
R_320_6013924,1
R_320_6015077,1
R_320_6015952,0
R_320_6018394,0
R_320_6018741,0
R_320_6019533,1
R_320_6022123,0
R_320_6022735,1
R_320_6027684,1
R_320_6029904,1
R_320_6030498,0
R_320_6031199,0
R_320_6033005,0
R_320_6036727,0
R_320_6037337,1
R_320_6037402,1
R_320_6038368,0
R_320_6040455,0
R_320_6041123,0
R_320_6046122,1
R_320_6049415,1
R_320_6056337,0
R_320_6059406,0
R_320_6062756,0
R_320_6064356,1
R_320_6076319,1
R_320_6083216,1
R_320_6087621,0
R_320_6088991,0
R_320_6096689,0
R_320_6104871,0
R_320_6106363,0
R_320_6107361,0
R_320_6107510,1
R_320_6108518,0
R_320_6108583,1
R_320_6111181,1
R_320_6118673,0
R_320_6121941,0
R_320_6122568,1
R_320_6124051,1
R_320_6137319,0
R_320_6144075,1
R_320_6145858,1
R_320_6145957,0
R_320_6153779,1
R_320_6159925,0
R_320_6165542,0
R_320_6168637,1
R_320_6168884,0
R_320_6178818,1
R_320_6179568,0
R_320_6181689,0
R_320_6182059,0
R_320_6182356,0
R_320_6182976,0
R_320_6184444,0
R_320_6186423,0
R_320_6193197,0
R_320_6194906,1
R_320_6197305,0
R_320_6197461,0
R_320_6197735,0
R_320_6198311,0
R_320_6200356,0
R_320_6201214,1
R_320_6203731,0
R_320_6204937,1
R_320_6208318,1
R_320_6208805,0
R_320_6214167,0
R_320_6215990,0
R_320_6216022,1
R_320_6217178,0
R_320_6218457,1
R_320_6218499,0
R_320_6219463,1
R_320_6220420,0
R_320_6221824,0
R_320_6223937,1
R_320_6225247,1
R_320_6226526,0
R_320_6226617,1
R_320_6227870,0
R_320_6229272,0
R_320_6230726,1
R_320_6230999,0
R_320_6231302,1
R_320_6233316,0
R_320_6233639,1
R_320_6235089,0
R_320_6238182,0
R_320_6238505,0
R_320_6242390,1
R_320_6243380,1
R_320_6243430,1
R_320_6243679,1
R_320_6245500,0
R_320_6245997,0
R_320_6246664,0
R_320_6246847,1
R_320_6248991,0
R_320_6249031,0
R_320_6249122,1
R_320_6249692,0
R_320_6249775,0
R_320_6250294,0
R_320_6254460,0
R_320_6254783,0
R_320_6254791,0
R_320_6255699,0
R_320_6258461,1
R_320_6258784,0
R_320_6258842,0
R_320_6258867,1
R_320_6259311,0
R_320_6260590,1
R_320_6261705,0
R_320_6262885,0
R_320_6262950,1
R_320_6264303,0
R_320_6267553,0
R_320_6267603,0
R_320_6271860,0
R_320_6273775,0
R_320_6276182,0
R_320_6276513,0
R_320_6278550,0
R_320_6280994,1
R_320_6281349,0
R_320_6282727,0
R_320_6284061,1
R_320_6285217,1
R_320_6285225,1
R_320_6288682,1
R_320_6289284,1
R_320_6289904,1
R_320_6291009,0
R_320_6293609,0
R_320_6295869,0
R_320_6296230,1
R_320_6296917,0
R_320_6297444,0
R_320_6298251,0
R_320_6302483,0
R_320_6302988,0
R_320_6303895,0
R_320_6304000,0
R_320_6306518,1
R_320_6306872,0
R_320_6307029,0
R_320_6307748,0
R_320_6309769,1
R_320_6309975,1
R_320_6310080,0
R_320_6311666,1
R_320_6312516,0
R_320_6312789,1
R_320_6314884,0
R_320_6315014,1
R_320_6315204,1
R_320_6315709,0
R_320_6316251,1
R_320_6316467,0
R_320_6316947,1
R_320_6317408,0
R_320_6317887,0
R_320_6318737,0
R_320_6319180,0
R_320_6320568,0
R_320_6322382,0
R_320_6322556,1
R_320_6323182,0
R_320_6324412,1
R_320_6324958,1
R_320_6325807,0
R_320_6325880,0
R_320_6326102,0
R_320_6326813,1
R_320_6329973,0
R_320_6330096,0
R_320_6331714,1
R_320_6331755,0
R_320_6332282,1
R_320_6332738,1
R_320_6334221,1
R_320_6334809,0
R_320_6334866,0
R_320_6335574,1
R_320_6335582,1
R_320_6337794,1
R_320_6337968,0
R_320_6338248,0
R_320_6340095,0
R_320_6341549,0
R_320_6341648,1
R_320_6344097,1
R_320_6345375,0
R_320_6346886,1
R_320_6347504,0
R_320_6347835,1
R_320_6348502,1
R_320_6348791,0
R_320_6352678,1
R_320_6353007,0
R_320_6353759,0
R_320_6354013,1
R_320_6354047,0
R_320_6354104,1
R_320_6354500,0
R_320_6356216,1
R_320_6356661,1
R_320_6357818,1
R_320_6358097,0
R_320_6358675,0
R_320_6359384,0
R_320_6360465,1
R_320_6361893,0
R_320_6362370,0
R_320_6363410,0
R_320_6363535,1
R_320_6366843,1
R_320_6368138,1
R_320_6371389,0
R_320_6372171,1
R_320_6372262,1
R_320_6372627,0
R_320_6377725,0
R_320_6382576,0
R_320_6383277,1
R_320_6384887,1
R_320_6386122,1
R_320_6387369,0
R_320_6387559,1
R_320_6389795,1
R_320_6390074,0
R_320_6390694,1
R_320_6391023,0
R_320_6395362,0
R_320_6396261,0
R_320_6396998,1
R_320_6398796,0
R_320_6399869,0
R_320_6400980,0
R_320_6402705,0
R_320_6403398,0
R_320_6403885,0
R_320_6404768,1
R_320_6407217,1
R_320_6410369,1
R_320_6410781,1
R_320_6411144,0
R_320_6411607,0
R_320_6412878,0
R_320_6413579,0
R_320_6413819,0
R_320_6414023,0
R_320_6414627,0
R_320_6416473,0
R_320_6416960,0
R_320_6417471,0
R_320_6417521,0
R_320_6418008,1
R_320_6419436,0
R_320_6419956,1
R_320_6421721,1
R_320_6421739,0
R_320_6424097,1
R_320_6424568,1
R_320_6425110,0
R_320_6425383,0
R_320_6426290,1
R_320_6427124,1
R_320_6428205,0
R_320_6428544,0
R_320_6428833,0
R_320_6431027,1
