APT_Email,Presence_Email
R_249_4008787,1
R_249_4008897,1
R_249_4009291,0
R_249_4009322,1
R_249_4009385,1
R_249_4009396,0
R_249_4009403,0
R_249_4009419,0
R_249_4009422,1
R_249_4009458,0
R_249_4009471,0
R_249_4009550,0
R_249_4009563,1
R_249_4009605,0
R_249_4009609,1
R_249_4009644,0
R_249_4009826,0
R_249_4009849,0
R_249_4009873,1
R_249_4009881,1
R_249_4009884,0
R_249_4009981,1
R_249_4010217,1
R_249_4010258,1
R_249_4010370,1
R_249_4010471,1
R_249_4010517,1
R_249_4010545,0
R_249_4010550,0
R_249_4010557,0
R_249_4010570,0
R_249_4010582,0
R_249_4010583,1
R_249_4010601,1
R_249_4010625,0
R_249_4010732,0
R_249_4010754,0
R_249_4010768,0
R_249_4010823,1
R_249_4010833,0
R_249_4010912,0
R_249_4010938,1
R_249_4010949,0
R_249_4010963,1
R_249_4011070,0
R_249_4011201,1
R_249_4011219,0
R_249_4011222,0
R_249_4011226,1
R_249_4011394,0
R_249_4011413,1
R_249_4011517,0
R_249_4011684,0
R_249_4011712,0
R_249_4011776,0
R_249_4011780,0
R_249_4011796,1
R_249_4011817,0
R_249_4011838,1
R_249_4011842,1
R_249_4012026,0
R_249_4012105,1
R_249_4012124,0
R_249_4012141,1
R_249_4012163,0
R_249_4012255,0
R_249_4012299,0
R_249_4012326,0
R_249_4012419,1
R_249_4012560,1
R_249_4012564,0
R_249_4012566,1
R_249_4012573,1
R_249_4012595,0
R_249_4012598,0
R_249_4012631,1
R_249_4012634,1
R_249_4012725,1
R_249_4012742,1
R_249_4012774,1
R_249_4012785,0
R_249_4012860,1
R_249_4012861,1
R_249_4012910,1
R_249_4012921,1
R_249_4012944,1
R_249_4012952,1
R_249_4012965,0
R_249_4012969,0
R_249_4013016,0
R_249_4013219,0
R_249_4013265,0
R_249_4013376,0
R_249_4013390,0
R_249_4013597,1
R_249_4013671,1
R_249_4013684,1
R_249_4013696,1
R_249_4013775,1
R_249_4013796,0
R_249_4013798,0
R_249_4013991,1
R_249_4013997,0
R_249_4014025,0
R_249_4014056,1
R_249_4014210,1
R_249_4014212,0
R_249_4014299,0
R_249_4014369,1
R_249_4014404,1
R_249_4014445,1
R_249_4014574,0
R_249_4014859,0
R_249_4014889,1
R_249_4014906,1
R_249_4014951,1
R_249_4014970,0
R_249_4015024,1
R_249_4015075,0
R_249_4015078,1
R_249_4015116,1
R_249_4015136,1
R_249_4015171,1
R_249_4015224,1
R_249_4015267,1
R_249_4015315,1
R_249_4015392,0
R_249_4015422,1
R_249_4015473,0
R_249_4015496,0
R_249_4015626,1
R_249_4015656,0
R_249_4015665,0
R_249_4015674,1
R_249_4015761,1
R_249_4015803,1
R_249_4015854,1
R_249_4016054,1
R_249_4016229,0
R_249_4016486,1
R_249_4016500,0
R_249_4016502,1
R_249_4016608,1
R_249_4016615,1
R_249_4016680,0
R_249_4016701,1
R_249_4016891,0
R_249_4016901,1
R_249_4016939,0
R_249_4016989,0
R_249_4017024,1
R_249_4017056,1
R_249_4017160,0
R_249_4017185,1
R_249_4017230,1
R_249_4017333,1
R_249_4017357,0
R_249_4017499,1
R_249_4017537,1
R_249_4017579,0
R_249_4017747,1
R_249_4017775,1
R_249_4017792,1
R_249_4017857,1
R_249_4018081,1
R_249_4018338,1
R_249_4018339,0
R_249_4018351,1
R_249_4018417,0
R_249_4018427,1
R_249_4018526,1
R_249_4018635,1
R_249_4018655,0
R_249_4018668,1
R_249_4018700,0
R_249_4018775,1
R_249_4018776,0
R_249_4018836,1
R_249_4018847,0
R_249_4018940,1
R_249_4018998,1
R_249_4019020,1
R_249_4019101,1
R_249_4019140,1
R_249_4019169,1
R_249_4019183,0
R_249_4019271,0
R_249_4019294,1
R_249_4019370,0
R_249_4019380,1
R_249_4019384,0
R_249_4019422,0
R_249_4019445,0
R_249_4019446,1
R_249_4019448,0
R_249_4019454,0
R_249_4019497,0
R_249_4019504,0
R_249_4019630,1
R_249_4019799,0
R_249_4019812,1
R_249_4019888,0
R_249_4019906,1
R_249_4019964,0
R_249_4019983,1
R_249_4020034,1
R_249_4020225,1
R_249_4020289,1
R_249_4020384,0
R_249_4020482,1
R_249_4020567,0
R_249_4020573,1
R_249_4020627,0
R_249_4020793,0
R_249_4020845,1
R_249_4020878,0
R_249_4020899,0
R_249_4020972,1
R_249_4021172,1
R_249_4021294,0
R_249_4021383,1
R_249_4021432,0
R_249_4021545,0
R_249_4021572,0
R_249_4021626,1
R_249_4021679,0
R_249_4021727,0
R_249_4021753,1
R_249_4021857,0
R_249_4021884,1
R_249_4022026,1
R_249_4022102,1
R_249_4022220,0
R_249_4022299,1
R_249_4022393,1
R_249_4022437,1
R_249_4022454,0
R_249_4022470,1
R_249_4022486,1
R_249_4022752,1
R_249_4022780,0
R_249_4022871,0
R_249_4022914,0
R_249_4022950,1
R_249_4022972,1
R_249_4023012,1
R_249_4023141,0
R_249_4023147,0
R_249_4023281,1
R_249_4023347,1
R_249_4023444,0
R_249_4023524,1
R_249_4023680,1
R_249_4023798,0
R_249_4023858,1
R_249_4023906,0
R_249_4023971,0
R_249_4024245,1
R_249_4024275,1
R_249_4024300,1
R_249_4024489,1
R_249_4024524,1
R_249_4024603,1
R_249_4024656,0
R_249_4024957,1
R_249_4024999,1
R_249_4025046,0
R_249_4025457,1
R_249_4025549,1
R_249_4025603,1
R_249_4025868,0
R_249_4025876,0
R_249_4025886,1
R_249_4025893,0
R_249_4027361,1
R_249_4027368,0
R_249_4027373,0
R_249_4027384,0
R_249_4027385,1
R_249_4027433,0
R_249_4027442,0
R_249_4027459,0
R_249_4027530,0
R_249_4027545,1
R_249_4027553,1
R_249_4027561,0
R_249_4027579,1
R_249_4027580,0
R_249_4027589,0
R_249_4027680,0
R_249_4027872,0
R_249_4027900,0
R_249_4027905,1
R_249_4027929,0
R_249_4027960,0
R_249_4028002,0
R_249_4028057,0
R_249_4028123,0
R_249_4028190,0
R_249_4028208,0
R_249_4028221,1
R_249_4028231,1
R_249_4028240,0
R_249_4028354,0
R_249_4028358,1
R_249_4028366,0
R_249_4028371,1
R_249_4028393,0
R_249_4028430,1
R_249_4028500,0
R_249_4028511,0
R_249_4028536,0
R_249_4028561,0
R_249_4028586,0
R_249_4028627,0
R_249_4028647,1
R_249_4028650,1
R_249_4028673,1
R_249_4028692,0
R_249_4028704,1
R_249_4028758,1
R_249_4028771,1
R_249_4028852,0
R_249_4028856,1
R_249_4028872,0
R_249_4028949,1
R_249_4028956,0
R_249_4028974,0
R_249_4028988,1
R_249_4029028,1
R_249_4029031,0
R_249_4029041,1
R_249_4029067,0
R_249_4029071,1
R_249_4029103,0
R_249_4029131,0
R_249_4029146,0
R_249_4029174,0
R_249_4029193,0
R_249_4029195,0
R_249_4029196,1
R_249_4029208,1
R_249_4029237,0
R_249_4029238,0
R_249_4029242,0
R_249_4029253,0
R_249_4029280,0
R_249_4029282,1
R_249_4029318,0
R_249_4029359,0
R_249_4029375,0
R_249_4029380,0
R_249_4029387,1
R_249_4029389,1
R_249_4029394,0
R_249_4029466,0
R_249_4029496,0
R_249_4029659,0
R_249_4029679,0
R_249_4029696,0
R_249_4029718,1
R_249_4029737,0
R_249_4029768,0
R_249_4029782,1
R_249_4029822,0
R_249_4029853,0
R_249_4029858,0
R_249_4029864,1
R_249_4029866,1
R_249_4029888,1
R_249_4029937,0
R_249_4029938,0
R_249_4029955,0
R_249_4029965,0
R_249_4029968,1
R_249_4029979,0
R_249_4029982,0
R_249_4029984,0
R_249_4030037,1
R_249_4030057,0
R_249_4030063,0
R_249_4030065,1
R_249_4030097,1
R_249_4030123,0
R_249_4030149,1
R_249_4030157,1
R_249_4030179,0
R_249_4030181,0
R_249_4030184,0
R_249_4030189,1
R_249_4030193,1
R_249_4030219,1
R_249_4030239,1
R_249_4030249,1
R_249_4030260,1
R_249_4030278,1
R_249_4030320,1
R_249_4030329,0
R_249_4030375,0
R_249_4030385,1
R_249_4030389,1
R_249_4030405,1
R_249_4030412,0
R_249_4030420,0
R_249_4030435,1
R_249_4030446,1
R_249_4030470,1
R_249_4030475,0
R_249_4030487,1
R_249_4030494,0
R_249_4030496,0
R_249_4030498,0
R_249_4030508,0
R_249_4030539,0
R_249_4030552,0
R_249_4030594,0
R_249_4030635,0
R_249_4030655,0
R_249_4030659,0
R_249_4030677,0
R_249_4030684,1
R_249_4030723,0
R_249_4030743,0
R_249_4030798,0
R_249_4030827,0
R_249_4030850,1
R_249_4030854,0
R_249_4030867,1
R_249_4030878,1
R_249_4030887,1
R_249_4030952,0
R_249_4030981,1
R_249_4031032,0
R_249_4031045,1
R_249_4031050,1
R_249_4031057,1
R_249_4031080,0
R_249_4031088,0
R_249_4031098,1
R_249_4031112,1
R_249_4031129,0
R_249_4031141,1
R_249_4031151,0
R_249_4031160,0
R_249_4031170,1
R_249_4031173,1
R_249_4031178,1
R_249_4031187,0
R_249_4031253,0
R_249_4031268,0
R_249_4031285,0
R_249_4031293,0
R_249_4031304,1
R_249_4031309,1
R_249_4031312,0
R_249_4031314,0
R_249_4031333,0
R_249_4031348,1
R_249_4031363,1
R_249_4031375,1
R_249_4031414,0
R_249_4031447,1
R_249_4031449,0
R_249_4031468,0
R_249_4031512,0
R_249_4031520,1
R_249_4031522,1
R_249_4031524,1
R_249_4031547,0
R_249_4031555,1
R_249_4031568,1
R_249_4031615,1
R_249_4031673,1
R_249_4031681,0
R_249_4031694,0
R_249_4031695,1
R_249_4031715,1
R_249_4031752,1
R_249_4031758,1
R_249_4031786,1
R_249_4031790,1
R_249_4031884,0
R_249_4031886,0
R_249_4031895,0
R_249_4031906,1
R_249_4031956,0
R_249_4031979,1
R_249_4032021,0
R_249_4032023,1
R_249_4032041,1
R_249_4032056,0
R_249_4032058,1
R_249_4032078,1
R_249_4032084,1
R_249_4032105,0
R_249_4032106,0
R_249_4032112,1
R_249_4032117,0
R_249_4032163,0
R_249_4032164,0
R_249_4032191,0
R_249_4032204,0
R_249_4032237,0
R_249_4032277,1
R_249_4032284,0
R_249_4032296,1
R_249_4032361,0
R_249_4032397,0
R_249_4032444,0
R_249_4032473,1
R_249_4032476,1
R_249_4032477,1
R_249_4032489,0
R_249_4032492,0
R_249_4032514,1
R_249_4032545,0
R_249_4032631,0
R_249_4032639,0
R_249_4032662,1
R_249_4032678,1
R_249_4032690,0
R_249_4032698,1
R_249_4032722,1
R_249_4032734,0
R_249_4032739,0
R_249_4032743,1
R_249_4032767,0
R_249_4032790,0
R_249_4032832,0
R_249_4032858,1
R_249_4032929,1
R_249_4032932,0
R_249_4032949,0
R_249_4032950,0
R_249_4032968,1
R_249_4033016,0
R_249_4033041,0
R_249_4033047,0
R_249_4033065,1
R_249_4033083,1
R_249_4033106,0
R_249_4033130,0
R_249_4033139,0
R_249_4033143,0
R_249_4033164,0
R_249_4033168,1
R_249_4033195,1
R_249_4033198,0
R_249_4033220,0
R_249_4033243,1
R_249_4033304,1
R_249_4033341,0
R_249_4033371,0
R_249_4033416,0
R_249_4033418,0
R_249_4033460,1
R_249_4033487,0
R_249_4033493,1
R_249_4033541,0
R_249_4033543,1
R_249_4033546,0
R_249_4033548,1
R_249_4033562,1
R_249_4033565,0
R_249_4033584,0
R_249_4033608,0
R_249_4033628,1
R_249_4033635,1
R_249_4033642,0
R_249_4033670,0
R_249_4033683,1
R_249_4033691,1
R_249_4033694,0
R_249_4033697,0
R_249_4033713,0
R_249_4033723,0
R_249_4033731,1
R_249_4033742,1
R_249_4033773,0
R_249_4033807,0
R_249_4033847,1
R_249_4033883,1
R_249_4033887,0
R_249_4033915,0
R_249_4033961,0
R_249_4033988,0
R_249_4033989,1
R_249_4034013,1
R_249_4034025,1
R_249_4034027,1
R_249_4034032,1
R_249_4034038,1
R_249_4034062,0
R_249_4034069,0
R_249_4034101,1
R_249_4034150,0
R_249_4034158,1
R_249_4034171,1
R_249_4034176,1
R_249_4034177,1
R_249_4034183,0
R_249_4034215,0
R_249_4034241,1
R_249_4034279,0
R_249_4034290,0
R_249_4034302,0
R_249_4034303,1
R_249_4034352,0
R_249_4034356,0
R_249_4034363,0
R_249_4034395,1
R_249_4034416,0
R_249_4034446,0
R_249_4034473,0
R_249_4034489,0
R_249_4034512,1
R_249_4034517,1
R_249_4034519,0
R_249_4034529,0
R_249_4034536,1
R_249_4034544,0
R_249_4034554,1
R_249_4034571,0
R_249_4034604,1
R_249_4034607,1
R_249_4034636,0
R_249_4034650,1
R_249_4034719,0
R_249_4034721,1
R_249_4034756,0
R_249_4034780,1
R_249_4034833,1
R_249_4034842,1
R_249_4034847,1
R_249_4034888,0
R_249_4034953,0
R_249_4034969,0
R_249_4034997,1
R_249_4035004,0
R_249_4035006,0
R_249_4035011,0
R_249_4035033,0
R_249_4035036,0
R_249_4035046,0
R_249_4035097,1
R_249_4035102,0
R_249_4035112,1
R_249_4035151,1
R_249_4035161,1
R_249_4035194,1
R_249_4035195,1
R_249_4035228,1
R_249_4035233,0
R_249_4035248,1
R_249_4035300,1
R_249_4035330,1
R_249_4035339,1
R_249_4035415,1
R_249_4035433,1
R_249_4035474,0
R_249_4035486,1
R_249_4035497,0
R_249_4035502,1
R_249_4035559,0
R_249_4035588,1
R_249_4035591,1
R_249_4035611,0
R_249_4035618,0
R_249_4035640,1
R_249_4035740,1
R_249_4035761,1
R_249_4035769,0
R_249_4035780,0
R_249_4035782,0
R_249_4035804,0
R_249_4035838,0
R_249_4035844,1
R_249_4035859,0
R_249_4035861,1
R_249_4035867,1
R_249_4035873,1
R_249_4035885,1
R_249_4035904,0
R_249_4035965,1
R_249_4035995,1
R_249_4036011,0
R_249_4036033,0
R_249_4036114,0
R_249_4036132,0
R_249_4036146,0
R_249_4036158,0
R_249_4036165,1
R_249_4036174,1
R_249_4036181,1
R_249_4036192,0
R_249_4036225,0
R_249_4036270,1
R_249_4036271,1
R_249_4036276,0
R_249_4036284,0
R_249_4036303,1
R_249_4036319,1
R_249_4036322,0
R_249_4036332,0
R_249_4036335,1
R_249_4036386,1
R_249_4036485,1
R_249_4036499,0
R_249_4036533,1
R_249_4036544,1
R_249_4036552,0
R_249_4036560,0
R_249_4036564,0
R_249_4036571,0
R_249_4036585,0
R_249_4036588,0
R_249_4036590,1
R_249_4036615,1
R_249_4036653,0
R_249_4036692,1
R_249_4036702,0
R_249_4036714,1
R_249_4036716,0
R_249_4036859,0
R_249_4036907,0
R_249_4036933,0
R_249_4037018,1
R_249_4037038,1
R_249_4037096,1
R_249_4037123,0
R_249_4037161,1
R_249_4037269,1
R_249_4037371,1
R_249_4037375,1
R_249_4037419,0
R_249_4037421,1
R_249_4037744,0
R_249_4037810,1
R_249_4038036,1
R_249_4038039,1
R_249_4038047,1
R_249_4038088,0
R_249_4038094,1
R_249_4038139,0
R_249_4038142,1
R_249_4038245,1
R_249_4038302,1
R_249_4038304,0
R_249_4038374,0
R_249_4038383,1
R_249_4038396,1
R_249_4038433,1
R_249_4038468,0
R_249_4038479,0
R_249_4038522,0
R_249_4038539,0
R_249_4038591,1
R_249_4038593,0
R_249_4038614,1
R_249_4038651,0
R_249_4038662,0
R_249_4038681,0
R_249_4038802,1
R_249_4038847,0
R_249_4038867,1
R_249_4038926,1
R_249_4038939,0
R_249_4039006,0
R_249_4039042,0
R_249_4039092,1
R_249_4039149,1
R_249_4039187,0
R_249_4039308,1
R_249_4039385,1
R_249_4039399,1
R_249_4039414,1
R_249_4039434,0
R_249_4039620,1
R_249_4039662,1
R_249_4039722,1
R_249_4039778,1
R_249_4039836,0
R_249_4039847,0
R_249_4039922,0
R_249_4039925,1
R_249_4039995,0
R_249_4040010,1
R_249_4040016,1
R_249_4040035,1
R_249_4040084,0
R_249_4040119,1
R_249_4040158,1
R_249_4040199,0
R_249_4040230,1
R_249_4040379,1
R_249_4040394,0
R_249_4040395,0
R_249_4040537,0
R_249_4040551,0
R_249_4040615,0
R_249_4040636,1
R_249_4040651,0
R_249_4040815,0
R_249_4040936,0
R_249_4041233,0
R_249_4041316,1
R_249_4041558,1
R_249_4041574,0
R_249_4041660,1
R_249_4041672,1
R_249_4041699,1
R_249_4041738,1
R_249_4041812,0
R_249_4041900,1
R_249_4041935,1
R_249_4041948,0
R_249_4041996,0
R_249_4042131,0
R_249_4042356,1
R_249_4042388,1
R_249_4042455,0
R_249_4042510,1
R_249_4042511,1
R_249_4042512,1
R_249_4042550,0
R_249_4042582,0
R_249_4042650,0
R_249_4042694,1
R_249_4042696,1
R_249_4042722,1
R_249_4042800,1
R_249_4042957,0
R_249_4042983,0
R_249_4043011,1
R_249_4043020,1
R_249_4043051,1
R_249_4043112,0
R_249_4043197,0
R_249_4043236,0
R_249_4043275,0
R_249_4043278,1
R_249_4043294,1
R_249_4043296,0
R_249_4043465,1
R_249_4043513,1
R_249_4043575,1
R_249_4043696,0
R_249_4043818,0
R_249_4043821,0
R_249_4043864,0
R_249_4043968,1
R_249_4043990,1
R_249_4043994,0
R_249_4044035,0
R_249_4044076,1
R_249_4044139,1
R_249_4044152,0
R_249_4044249,0
R_249_4044382,0
R_249_4044405,0
R_249_4044437,1
R_249_4044442,0
R_249_4044505,0
R_249_4044511,1
R_249_4044551,1
R_249_4044598,0
R_249_4044610,1
R_249_4044617,1
R_249_4044739,1
R_249_4044775,1
R_249_4044820,1
R_249_4044919,0
R_249_4044931,1
R_249_4044986,0
R_249_4044991,0
R_249_4045026,1
R_249_4045031,1
R_249_4045048,0
R_249_4045072,1
R_249_4045186,1
R_249_4045198,1
R_249_4045229,1
R_249_4045235,0
R_249_4045258,0
R_249_4045260,0
R_249_4045274,1
R_249_4045459,0
R_249_4045491,0
R_249_4045700,0
R_249_4045823,1
R_249_4045880,0
R_249_4045924,0
R_249_4045953,0
R_249_4045971,1
R_249_4046046,1
R_249_4046050,0
R_249_4046095,1
R_249_4046107,0
R_249_4046126,1
R_249_4046201,0
R_249_4046211,1
R_249_4046393,0
R_249_4046399,0
R_249_4046451,0
R_249_4046532,0
R_249_4046544,1
R_249_4046564,1
R_249_4046630,0
R_249_4046656,0
R_249_4046813,0
R_249_4046819,1
R_249_4046872,0
R_249_4047006,1
R_249_4047106,1
R_249_4047111,1
R_249_4047113,0
R_249_4047114,0
R_249_4047177,0
R_249_4047220,0
R_249_4047228,1
R_249_4047271,0
R_249_4047277,0
R_249_4047291,0
R_249_4047315,0
R_249_4047342,0
R_249_4047366,0
R_249_4047374,0
R_249_4047393,0
R_249_4047418,1
R_249_4047428,1
R_249_4047504,0
R_249_4047534,0
R_249_4047675,0
R_249_4047680,0
R_249_4047787,0
R_249_4047792,0
R_249_4047842,0
R_249_4047907,1
R_249_4048086,0
R_249_4048141,0
R_249_4048159,1
R_249_4048188,1
R_249_4048200,1
R_249_4048211,0
R_249_4048231,0
R_249_4048253,0
R_249_4048257,0
R_249_4048273,1
R_249_4048336,0
R_249_4048345,0
R_249_4048384,0
R_249_4048473,1
R_249_4048567,0
R_249_4048591,1
R_249_4048604,1
R_249_4048616,1
R_249_4048622,1
R_249_4048627,0
R_249_4048723,0
R_249_4048759,1
R_249_4048847,1
R_249_4048873,1
R_249_4048874,1
R_249_4048981,0
R_249_4048997,1
R_249_4049001,1
R_249_4049061,1
R_249_4049088,0
R_249_4049261,0
R_249_4049294,0
R_249_4049414,1
R_249_4049435,0
R_249_4049445,1
R_249_4049538,0
R_249_4049554,1
R_249_4049565,1
R_249_4049591,1
R_249_4049667,1
R_249_4049679,0
R_249_4049751,0
R_249_4049804,0
R_249_4049861,1
R_249_4049888,0
R_249_4050000,1
R_249_4050036,0
R_249_4050127,1
R_249_4050147,1
R_249_4050165,1
R_249_4050187,1
R_249_4050217,0
R_249_4050219,1
R_249_4050420,0
R_249_4050457,0
R_249_4050492,0
R_249_4050495,0
R_249_4050730,0
R_249_4050948,0
R_249_4050977,1
R_249_4050994,0
R_249_4051026,0
R_249_4051063,0
R_249_4051136,1
R_249_4051153,0
R_249_4051189,0
R_249_4051220,0
R_249_4051221,0
R_249_4051290,1
R_249_4051358,1
R_249_4051381,0
R_249_4051386,0
R_249_4051395,1
R_249_4051445,0
R_249_4051496,1
R_249_4051591,1
R_249_4051598,0
R_249_4051698,0
R_249_4051728,1
R_249_4051736,1
R_249_4051767,1
R_249_4051812,1
R_249_4051871,1
R_249_4052043,0
R_249_4052114,0
R_249_4052230,1
R_249_4052347,0
R_249_4052418,1
R_249_4052445,1
R_249_4052466,1
R_249_4052512,1
R_249_4052590,1
R_249_4052730,0
R_249_4052867,0
R_249_4052882,0
R_249_4052903,1
R_249_4052909,1
R_249_4052948,1
R_249_4052960,1
R_249_4052961,0
R_249_4053084,1
R_249_4053138,1
R_249_4053171,1
R_249_4053197,1
R_249_4053250,1
R_249_4053286,0
R_249_4053294,0
R_249_4053341,0
R_249_4053443,0
R_249_4053461,0
R_249_4053468,1
R_249_4053471,1
R_249_4053516,1
R_249_4053559,1
R_249_4053591,0
R_249_4053810,1
R_249_4053837,0
R_249_4053846,0
R_249_4053978,1
R_249_4053982,1
R_249_4053984,1
R_249_4054074,1
R_249_4054115,1
R_249_4054161,1
R_249_4054188,1
R_249_4054252,0
R_249_4054317,1
R_249_4054357,1
R_249_4054360,1
R_249_4054388,0
R_249_4054454,0
R_249_4054515,0
R_249_4054653,0
R_249_4054757,1
R_249_4054763,1
R_249_4054764,1
R_249_4054957,1
R_249_4055034,1
R_249_4055072,1
R_249_4055076,0
R_249_4055167,1
R_249_4055184,1
R_249_4055235,1
R_249_4055243,0
R_249_4055249,1
R_249_4056529,1
R_249_4056663,0
R_249_4056705,1
R_249_4056709,0
R_249_4056753,0
R_249_4056755,0
R_249_4056798,0
R_249_4056800,0
R_249_4056818,1
R_249_4056876,0
R_249_4056999,1
R_249_4057028,0
R_249_4057174,1
R_249_4057176,0
R_249_4057217,0
R_249_4057285,0
R_249_4057386,1
R_249_4057515,0
R_249_5007522,0
R_249_5008014,0
R_249_5008084,1
R_249_5008203,0
R_249_5008293,1
R_249_5008299,1
R_249_5008355,1
R_249_5008374,0
R_249_5008432,0
R_249_5008514,0
R_249_5009360,1
R_249_5009495,1
R_249_5009675,0
R_249_5009727,0
R_249_5010205,0
R_249_5010207,1
R_249_5010292,1
R_249_5010424,1
R_249_5010566,0
R_249_5010616,1
R_249_5011265,1
R_249_5011397,0
R_249_5011488,0
R_249_5011805,1
R_249_5011921,1
R_249_5011923,1
R_249_5012037,1
R_249_5015590,1
R_249_5016620,0
R_249_5200051,0
R_249_5200724,0
R_249_5204483,1
R_249_5206732,0
R_249_5215937,0
R_249_5222724,0
R_249_5226755,0
R_249_5227219,1
R_249_5229504,0
R_249_5229505,0
R_249_5231887,1
R_249_5250164,1
R_249_5250180,0
R_249_5250212,1
R_249_5250243,0
R_249_5250267,1
R_249_5250651,1
R_249_5250672,0
R_249_5250724,0
R_249_5250775,0
R_249_5250779,1
R_249_5250918,0
R_249_5251116,0
R_249_5251277,0
R_249_5251278,0
R_249_5251306,0
R_249_5251328,1
R_249_5251380,1
R_249_5251490,1
R_249_5251523,1
R_249_5251528,0
R_249_5251565,1
R_249_5251570,1
R_249_5252572,0
R_249_5252581,0
R_249_5253373,1
R_249_5254418,0
R_249_5255921,0
R_249_5256021,0
R_249_5256967,1
R_249_5257009,1
R_249_5257474,1
R_249_5259005,1
R_249_5259893,0
R_249_5260793,0
R_249_5261071,0
R_249_7124761,1
R_249_9171216,0
R_282_1000372,1
R_282_1000809,0
R_282_1000943,0
R_282_1001031,1
R_282_1001421,1
R_282_1002255,1
R_282_1002315,1
R_282_1002921,1
R_282_1003106,1
R_282_1003239,1
R_282_1003265,1
R_282_1003365,0
R_282_1003381,1
R_282_1003400,1
R_282_1003465,0
R_282_1003529,1
R_282_1003537,1
R_282_1003588,1
R_282_1003613,0
R_282_1003663,1
R_282_1003735,1
R_282_1004003,0
R_282_1004013,1
R_282_1004027,1
R_282_1004092,0
R_282_1004183,0
R_282_1004415,0
R_282_1005045,1
R_282_1005137,1
R_282_1005296,1
R_282_1005340,1
R_282_1005422,1
R_282_1005631,0
R_282_1005791,1
R_282_1005794,1
R_282_1006426,1
R_282_1006458,1
R_282_1006512,0
R_282_1006532,1
R_282_1006588,0
R_282_1006636,1
R_282_1006892,1
R_282_1007083,1
R_282_1007320,1
R_282_1007466,0
R_282_1007599,1
R_282_1007713,1
R_282_6002081,0
R_282_6002275,1
R_282_6002392,1
R_282_6011010,0
R_282_6011042,0
R_282_6011118,1
R_282_6011367,0
R_282_6012268,1
R_282_6012736,1
R_282_6013065,1
R_282_6013556,0
R_282_6016111,0
R_282_6016871,0
R_282_6016875,1
R_282_6017038,0
R_282_6018224,0
R_282_6019271,1
R_282_6020055,0
R_282_6020444,1
R_282_6021583,0
R_282_6021807,1
R_282_6022484,0
R_282_6022597,0
R_282_6022911,0
R_282_6022920,1
R_282_6026021,0
R_282_6026958,1
R_282_6027622,1
R_282_6027799,1
R_282_6027816,1
R_282_6027854,0
R_282_6027883,0
R_282_6027913,0
R_282_6027916,1
R_282_6027952,1
R_282_6027978,1
R_282_6028297,0
R_282_6028442,0
R_282_6028504,0
R_282_6028549,0
R_282_6028631,0
R_282_6028695,0
R_282_6028834,1
R_282_6029139,0
R_282_6029207,0
R_282_6029256,1
R_282_6029285,1
R_282_6029315,0
R_282_6029328,1
R_282_6029384,1
R_282_6029427,1
R_282_6029433,1
R_282_6029451,0
R_282_6029538,1
R_282_6029541,1
R_282_6029577,0
R_282_6029653,1
R_282_6029838,1
R_282_6030026,0
R_282_6030044,0
R_282_6030101,1
R_282_6030278,0
R_282_6030313,1
R_282_6030334,0
R_282_6030579,1
R_282_6030725,1
R_282_6030740,0
R_282_6031252,1
R_282_6031252,1
R_282_6031385,0
R_318_1400,0
R_318_1627,0
R_318_2602,0
R_318_2729,0
R_318_3515,0
R_318_3755,0
R_318_4002,0
R_318_5958,0
R_318_6390,0
R_318_6916,0
R_318_7016,0
R_318_7091,0
R_318_7280,0
R_318_7299,0
R_318_7840,0
R_318_8405,0
R_318_8422,0
R_318_8720,0
R_318_9053,0
R_318_9124,0
R_318_9150,0
R_318_9225,0
R_318_9534,0
R_318_9579,0
R_318_9675,0
R_318_9750,0
R_318_9817,0
R_318_10749,0
R_318_10949,0
R_318_11131,0
R_318_11134,0
R_318_11184,0
R_318_11197,0
R_318_11239,0
R_318_11296,0
R_318_12139,0
R_318_12432,0
R_318_12480,0
R_318_12515,0
R_318_12700,0
R_318_12717,0
R_318_12726,0
R_318_12742,0
R_318_12747,0
R_318_13001,0
R_318_13125,0
R_318_13195,0
R_318_13506,0
R_318_13715,0
R_318_13719,0
R_318_14160,0
R_318_14261,0
R_318_14305,0
R_318_14389,0
R_318_14475,0
R_318_14506,0
R_318_14507,0
R_318_14664,0
R_318_15288,0
R_318_15424,0
R_318_15562,0
R_318_15670,0
R_318_16043,0
R_318_16061,0
R_318_16127,0
R_318_16133,0
R_318_16160,0
R_318_16165,0
R_318_16192,0
R_318_16194,0
R_318_16210,0
R_318_16211,0
R_318_16223,0
R_318_16232,0
R_318_16241,0
R_318_16242,0
R_318_16248,0
R_318_16281,0
R_318_16290,0
R_318_16292,0
R_318_16295,0
R_318_16305,0
R_318_16306,0
R_318_16325,0
R_318_16386,0
R_318_16689,0
R_318_16920,0
R_318_17264,0
R_318_17569,0
R_318_17608,0
R_318_17621,0
R_318_17818,0
R_318_17965,0
R_318_17979,0
R_318_18577,0
R_318_18710,0
R_318_18832,0
R_318_18934,0
R_318_18995,0
R_318_19885,0
R_318_26997,0
R_318_27391,0
R_318_28183,0
R_318_31773,0
R_318_31880,0
R_318_32037,0
R_318_32060,0
R_318_33092,0
R_318_34116,0
R_318_35071,0
R_318_35733,0
R_318_43000,0
R_318_43620,0
R_318_49676,0
R_318_51342,0
