"Acct_new","Recycle","SolidWaste","Opt_out","Open","Click"
"858-4003151",0,1,"","0","0"
"858-4003156",0,1,"","0","0"
"858-4003175",0,1,"","0","0"
"858-4003177",0,1,"","0","0"
"858-4003178",1,1,"","0","0"
"858-4003198",0,1,"","0","0"
"858-4003214",1,1,"","0","0"
"858-4003220",0,1,"","0","0"
"858-4003234",0,1,"","0","0"
"858-4003235",0,1,"","0","0"
"858-4003240",0,1,"","0","0"
"858-4003256",0,1,"","0","0"
"858-4003258",0,1,"","0","0"
"858-4003262",0,1,"","0","0"
"858-4003275",0,1,"","0","0"
"858-4003276",1,1,"","0","0"
"858-4003293",0,1,"","0","0"
"858-4003304",0,1,"","0","0"
"858-4003310",0,1,"","0","0"
"858-4003313",0,1,"","0","0"
"858-4003326",1,1,"","0","0"
"858-4003331",0,1,"","0","0"
"858-4003342",0,1,"","0","0"
"858-4003358",0,1,"","0","0"
"858-4003399",0,1,"","0","0"
"858-4003400",0,1,"","0","0"
"858-4003402",0,1,"","0","0"
"858-4003414",0,1,"","0","0"
"858-4003416",0,1,"","0","0"
"858-4003418",1,1,"","0","0"
"858-4003422",0,1,"","0","0"
"858-4003424",0,1,"","0","0"
"858-4003433",0,1,"","0","0"
"858-4003436",0,1,"","0","0"
"858-4003437",0,1,"","0","0"
"858-4003456",0,1,"","0","0"
"858-4003457",0,1,"","0","0"
"858-4003460",0,1,"","0","0"
"858-4003463",1,1,"","0","0"
"858-4003482",0,1,"","0","0"
"858-4003488",0,1,"","0","0"
"858-4003508",0,1,"","0","0"
"858-4003511",0,1,"","0","0"
"858-4003515",0,1,"","0","0"
"858-4003535",0,1,"","0","0"
"858-4003554",0,1,"","0","0"
"858-4003558",0,1,"","0","0"
"858-4003575",0,1,"","0","0"
"858-4003627",0,1,"","0","0"
"858-4003654",0,1,"","0","0"
"858-4003666",0,1,"","0","0"
"858-4003674",0,1,"","0","0"
"858-4003677",0,1,"","0","0"
"858-4003682",0,1,"","0","0"
"858-4003716",0,1,"","0","0"
"858-4003722",0,1,"","0","0"
"858-4003726",0,1,"","0","0"
"858-4003747",0,1,"","0","0"
"858-4003785",0,1,"","0","0"
"858-4003799",0,1,"","0","0"
"858-4003805",0,1,"","0","0"
"858-4003813",0,1,"","0","0"
"858-4003817",0,1,"","0","0"
"858-4003819",0,1,"","0","0"
"858-4003820",0,1,"","0","0"
"858-4003827",0,1,"","0","0"
"858-4003863",0,1,"","0","0"
"858-4003865",0,1,"","0","0"
"858-4003876",0,1,"","0","0"
"858-4003880",0,1,"","0","0"
"858-4003884",1,1,"","0","0"
"858-4003905",0,1,"","0","0"
"858-4003910",0,1,"","0","0"
"858-4003929",0,1,"","0","0"
"858-4003936",0,1,"","0","0"
"858-4003961",0,1,"","0","0"
"858-4003975",0,1,"","0","0"
"858-4003984",0,1,"","0","0"
"858-4003993",0,1,"","0","0"
"858-4004017",0,1,"","0","0"
"858-4004021",0,1,"","0","0"
"858-4004025",0,1,"","0","0"
"858-4004035",0,1,"","0","0"
"858-4004038",0,1,"","0","0"
"858-4004041",0,1,"","0","0"
"858-4004065",0,1,"","0","0"
"858-4004066",0,1,"","0","0"
"858-4004088",0,1,"","0","0"
"858-4004098",0,1,"","0","0"
"858-4004118",0,1,"","0","0"
"858-4004138",0,1,"","0","0"
"858-4004143",0,1,"","0","0"
"858-4004146",0,1,"","0","0"
"858-4004150",0,1,"","0","0"
"858-4004153",0,1,"","0","0"
"858-4004159",0,1,"","0","0"
"858-4004162",0,1,"","0","0"
"858-4004173",0,1,"","0","0"
"858-4004192",0,1,"","0","0"
"858-4004195",0,1,"","0","0"
"858-4004198",0,1,"","0","0"
"858-4004219",0,1,"","0","0"
"858-4004229",0,1,"","0","0"
"858-4004247",0,1,"","0","0"
"858-4004250",0,1,"","0","0"
"858-4004268",1,1,"","0","0"
"858-4004280",0,1,"","0","0"
"858-4004290",0,1,"","0","0"
"858-4004349",0,1,"","0","0"
"858-4004375",0,1,"","0","0"
"858-4004377",0,1,"","0","0"
"858-4004381",0,1,"","0","0"
"858-4004387",0,1,"","0","0"
"858-4004409",0,1,"","0","0"
"858-4004412",0,1,"","0","0"
"858-4004430",0,1,"","0","0"
"858-4004435",0,1,"","0","0"
"858-4004441",0,1,"","0","0"
"858-4004459",0,1,"","0","0"
"858-4004485",0,1,"","0","0"
"858-4004487",0,1,"","0","0"
"858-4004503",0,1,"","0","0"
"858-4004514",0,1,"","0","0"
"858-4004518",0,1,"","0","0"
"858-4004525",0,1,"","0","0"
"858-4004534",0,1,"","0","0"
"858-4004559",0,1,"","0","0"
"858-4004561",0,1,"","0","0"
"858-4004563",0,1,"","0","0"
"858-4004572",0,1,"","0","0"
"858-4004573",0,1,"","0","0"
"858-4004589",0,1,"","0","0"
"858-4004610",0,1,"","0","0"
"858-4004620",0,1,"","0","0"
"858-4004625",0,1,"","0","0"
"858-4004642",0,1,"","0","0"
"858-4004668",0,1,"","0","0"
"858-4004669",0,1,"","0","0"
"858-4004676",1,1,"","0","0"
"858-4004688",0,1,"","0","0"
"858-4004691",0,1,"","0","0"
"858-4004707",0,1,"","0","0"
"858-4004712",1,1,"","0","0"
"858-4004713",0,1,"","0","0"
"858-4004723",1,1,"","0","0"
"858-4004726",0,1,"","0","0"
"858-4004728",0,1,"","0","0"
"858-4004729",0,1,"","0","0"
"858-4004737",0,1,"","0","0"
"858-4004752",0,1,"","0","0"
"858-4004756",0,1,"","0","0"
"858-4004765",0,1,"","0","0"
"858-4004773",0,1,"","0","0"
"858-4004788",0,1,"","0","0"
"858-4004798",0,1,"","0","0"
"858-4004814",0,1,"","0","0"
"858-4004822",0,1,"","0","0"
"858-4004826",0,1,"","0","0"
"858-4004828",0,1,"","0","0"
"858-4004837",0,1,"","0","0"
"858-4004871",0,1,"","0","0"
"858-4004877",0,1,"","0","0"
"858-4004882",0,1,"","0","0"
"858-4004897",0,1,"","0","0"
"858-4004911",0,1,"","0","0"
"858-4004913",1,1,"","0","0"
"858-4004914",0,1,"","0","0"
"858-4004922",0,1,"","0","0"
"858-4004931",0,1,"","0","0"
"858-4004943",0,1,"","0","0"
"858-4004945",0,1,"","0","0"
"858-4004951",0,1,"","0","0"
"858-4004952",0,1,"","0","0"
"858-4004999",0,1,"","0","0"
"858-4005009",0,1,"","0","0"
"858-4005012",0,1,"","0","0"
"858-4005018",0,1,"","0","0"
"858-4005020",0,1,"","0","0"
"858-4005023",0,1,"","0","0"
"858-4005043",0,1,"","0","0"
"858-4005046",1,1,"","0","0"
"858-4005050",0,1,"","0","0"
"858-4005069",0,1,"","0","0"
"858-4005100",0,1,"","0","0"
"858-4005107",0,1,"","0","0"
"858-4005127",0,1,"","0","0"
"858-4005133",0,1,"","0","0"
"858-4005168",0,1,"","0","0"
"858-4005199",0,1,"","0","0"
"858-4005209",0,1,"","0","0"
"858-4005215",0,1,"","0","0"
"858-4005225",0,1,"","0","0"
"858-4005247",0,1,"","0","0"
"858-4005250",0,1,"","0","0"
"858-4005265",0,1,"","0","0"
"858-4005292",0,1,"","0","0"
"858-4005296",0,1,"","0","0"
"858-4005337",0,1,"","0","0"
"858-4005346",0,1,"","0","0"
"858-4005347",0,1,"","0","0"
"858-4005349",0,1,"","0","0"
"858-4005354",0,1,"","0","0"
"858-4005359",0,1,"","0","0"
"858-4005363",0,1,"","0","0"
"858-4005380",0,1,"","0","0"
"858-4005387",0,1,"","0","0"
"858-4005418",0,1,"","0","0"
"858-4005420",0,1,"","0","0"
"858-4005433",0,1,"","0","0"
"858-4005440",0,1,"","0","0"
"858-4005441",0,1,"","0","0"
"858-4005448",0,1,"","0","0"
"858-4005452",0,1,"","0","0"
"858-4005464",0,1,"","0","0"
"858-4005515",1,1,"","0","0"
"858-4005519",0,1,"","0","0"
"858-4005521",0,1,"","0","0"
"858-4005526",0,1,"","0","0"
"858-4005547",0,1,"","0","0"
"858-4005553",0,1,"","0","0"
"858-4005579",0,1,"","0","0"
"858-4005589",0,1,"","0","0"
"858-4005593",0,1,"","0","0"
"858-4005603",0,1,"","0","0"
"858-4005605",0,1,"","0","0"
"858-4005610",0,1,"","0","0"
"858-4005612",1,1,"","0","0"
"858-4005623",0,1,"","0","0"
"858-4005626",0,1,"","0","0"
"858-4005648",0,1,"","0","0"
"858-4005681",0,1,"","0","0"
"858-4005687",0,1,"","0","0"
"858-4005707",0,1,"","0","0"
"858-4005724",0,1,"","0","0"
"858-4005726",0,1,"","0","0"
"858-4005728",0,1,"","0","0"
"858-4005734",0,1,"","0","0"
"858-4005737",0,1,"","0","0"
"858-4005742",0,1,"","0","0"
"858-4005759",0,1,"","0","0"
"858-4005760",0,1,"","0","0"
"858-4005764",1,1,"","0","0"
"858-4005787",0,1,"","0","0"
"858-4005801",0,1,"","0","0"
"858-4005807",0,1,"","0","0"
"858-4005820",0,1,"","0","0"
"858-4005824",0,1,"","0","0"
"858-4005829",0,1,"","0","0"
"858-4005838",0,1,"","0","0"
"858-4005850",0,1,"","0","0"
"858-4005864",0,1,"","0","0"
"858-4005865",0,1,"","0","0"
"858-4005881",0,1,"","0","0"
"858-4005884",0,1,"","0","0"
"858-4005890",0,1,"","0","0"
"858-4005899",0,1,"","0","0"
"858-4005905",0,1,"","0","0"
"858-4005908",0,1,"","0","0"
"858-4005921",0,1,"","0","0"
"858-4005929",0,1,"","0","0"
"858-4005962",0,1,"","0","0"
"858-4005972",0,1,"","0","0"
"858-4005983",0,1,"","0","0"
"858-4005984",0,1,"","0","0"
"858-4006008",1,1,"","0","0"
"858-4006026",0,1,"","0","0"
"858-4006029",0,1,"","0","0"
"858-4006053",0,1,"","0","0"
"858-4006059",1,1,"","0","0"
"858-4006067",0,1,"","0","0"
"858-4006069",0,1,"","0","0"
"858-4006080",0,1,"","0","0"
"858-4006088",1,1,"","0","0"
"858-4006115",0,1,"","0","0"
"858-4006116",0,1,"","0","0"
"858-4006119",0,1,"","0","0"
"858-4006128",0,1,"","0","0"
"858-4006136",0,1,"","0","0"
"858-4006137",1,1,"","0","0"
"858-4006154",1,1,"","0","0"
"858-4006172",0,1,"","0","0"
"858-4006189",0,1,"","0","0"
"858-4006193",0,1,"","0","0"
"858-4006210",0,1,"","0","0"
"858-4006226",0,1,"","0","0"
"858-4006237",1,1,"","0","0"
"858-4006260",0,1,"","0","0"
"858-4006265",0,1,"","0","0"
"858-4006295",0,1,"","0","0"
"858-4006311",0,1,"","0","0"
"858-4006343",0,1,"","0","0"
"858-4006367",0,1,"","0","0"
"858-4006376",0,1,"","0","0"
"858-4006396",0,1,"","0","0"
"858-4006429",0,1,"","0","0"
"858-4006430",0,1,"","0","0"
"858-4006436",1,1,"","0","0"
"858-4006441",0,1,"","0","0"
"858-4006462",0,1,"","0","0"
"858-4006472",0,1,"","0","0"
"858-4006474",0,1,"","0","0"
"858-4006477",0,1,"","0","0"
"858-4006480",0,1,"","0","0"
"858-4006492",0,1,"","0","0"
"858-4006493",0,1,"","0","0"
"858-4006495",0,1,"","0","0"
"858-4006496",0,1,"","0","0"
"858-4006502",0,1,"","0","0"
"858-4006505",0,1,"","0","0"
"858-4006514",0,1,"","0","0"
"858-4006542",0,1,"","0","0"
"858-4006559",0,1,"","0","0"
"858-4006560",0,1,"","0","0"
"858-4006581",0,1,"","0","0"
"858-4006582",0,1,"","0","0"
"858-4006592",1,1,"","0","0"
"858-4006610",0,1,"","0","0"
"858-4006624",0,1,"","0","0"
"858-4006649",1,1,"","0","0"
"858-4006653",0,1,"","0","0"
"858-4006688",0,1,"","0","0"
"858-4006699",0,1,"","0","0"
"858-4006702",0,1,"","0","0"
"858-4006704",0,1,"","0","0"
"858-4006710",0,1,"","0","0"
"858-4006714",0,1,"","0","0"
"858-4006717",0,1,"","0","0"
"858-4006739",0,1,"","0","0"
"858-4006748",0,1,"","0","0"
"858-4006752",1,1,"","0","0"
"858-4006779",0,1,"","0","0"
"858-4006797",0,1,"","0","0"
"858-4006825",0,1,"","0","0"
"858-4006828",0,1,"","0","0"
"858-4006835",0,1,"","0","0"
"858-4006858",0,1,"","0","0"
"858-4006868",0,1,"","0","0"
"858-4006891",0,1,"","0","0"
"858-4006894",0,1,"","0","0"
"858-4006897",0,1,"","0","0"
"858-4006916",0,1,"","0","0"
"858-4006919",0,1,"","0","0"
"858-4006920",0,1,"","0","0"
"858-4006926",0,1,"","0","0"
"858-4006927",1,1,"","0","0"
"858-4006944",0,1,"","0","0"
"858-4006951",0,1,"","0","0"
"858-4006973",0,1,"","0","0"
"858-4006982",0,1,"","0","0"
"858-4007000",0,1,"","0","0"
"858-4007013",0,1,"","0","0"
"858-4007021",0,1,"","0","0"
"858-4007022",0,1,"","0","0"
"858-4007050",0,1,"","0","0"
"858-4007052",0,1,"","0","0"
"858-4007058",0,1,"","0","0"
"858-4007081",0,1,"","0","0"
"858-4007082",0,1,"","0","0"
"858-4007088",0,1,"","0","0"
"858-4007091",1,1,"","0","0"
"858-4007099",0,1,"","0","0"
"858-4007127",0,1,"","0","0"
"858-4007143",0,1,"","0","0"
"858-4007160",0,1,"","0","0"
"858-4007163",0,1,"","0","0"
"858-4007167",0,1,"","0","0"
"858-4007179",0,1,"","0","0"
"858-4007186",0,1,"","0","0"
"858-4007191",0,1,"","0","0"
"858-4007204",0,1,"","0","0"
"858-4007228",0,1,"","0","0"
"858-4007235",0,1,"","0","0"
"858-4007291",0,1,"","0","0"
"858-4007297",0,1,"","0","0"
"858-4007298",0,1,"","0","0"
"858-4007327",0,1,"","0","0"
"858-4007337",0,1,"","0","0"
"858-4007354",0,1,"","0","0"
"858-4007356",0,1,"","0","0"
"858-4007374",0,1,"","0","0"
"858-4007376",0,1,"","0","0"
"858-4007384",0,1,"","0","0"
"858-4007413",0,1,"","0","0"
"858-4007416",0,1,"","0","0"
"858-4007418",0,1,"","0","0"
"858-4007423",0,1,"","0","0"
"858-4007427",1,1,"","0","0"
"858-4007458",0,1,"","0","0"
"858-4007459",0,1,"","0","0"
"858-4007470",0,1,"","0","0"
"858-4007541",0,1,"","0","0"
"858-4007561",0,1,"","0","0"
"858-4007580",0,1,"","0","0"
"858-4007592",1,1,"","0","0"
"858-4007597",0,1,"","0","0"
"858-4007599",0,1,"","0","0"
"858-4007626",0,1,"","0","0"
"858-4007651",0,1,"","0","0"
"858-4007662",0,1,"","0","0"
"858-4007664",0,1,"","0","0"
"858-4007667",0,1,"","0","0"
"858-4007689",0,1,"","0","0"
"858-4007697",0,1,"","0","0"
"858-4007701",1,1,"","0","0"
"858-4007708",0,1,"","0","0"
"858-4007744",1,1,"","0","0"
"858-4007752",0,1,"","0","0"
"858-4007794",0,1,"","0","0"
"858-4007879",0,1,"","0","0"
"858-4007886",0,1,"","0","0"
"858-4007887",0,1,"","0","0"
"858-4007902",0,1,"","0","0"
"858-4007926",0,1,"","0","0"
"858-4007935",0,1,"","0","0"
"858-4007937",0,1,"","0","0"
"858-4007977",0,1,"","0","0"
"858-4007983",0,1,"","0","0"
"858-4007985",0,1,"","0","0"
"858-4008013",0,1,"","0","0"
"858-4008015",0,1,"","0","0"
"858-4008080",0,1,"","0","0"
"858-4008118",0,1,"","0","0"
"858-4008154",0,1,"","0","0"
"858-4008159",0,1,"","0","0"
"858-4008179",0,1,"","0","0"
"858-4008185",0,1,"","0","0"
"858-4008202",0,1,"","0","0"
"858-4008250",0,1,"","0","0"
"858-4008279",0,1,"","0","0"
"858-4008282",0,1,"","0","0"
"858-4008286",0,1,"","0","0"
"858-4008309",0,1,"","0","0"
"858-4008317",1,1,"","0","0"
"858-4008385",0,1,"","0","0"
"858-4008414",0,1,"","0","0"
"858-4008422",0,1,"","0","0"
"858-4008436",0,1,"","0","0"
"858-4008493",0,1,"","0","0"
"858-4008512",0,1,"","0","0"
"858-4008576",0,1,"","0","0"
"858-4008593",0,1,"","0","0"
"858-4008601",0,1,"","0","0"
"858-4008607",0,1,"","0","0"
"858-4008655",0,1,"","0","0"
"858-4008685",1,1,"","0","0"
"858-4008709",0,1,"","0","0"
"858-4008719",0,1,"","0","0"
"858-4008730",0,1,"","0","0"
"858-4008734",0,1,"","0","0"
"858-4008760",0,1,"","0","0"
"858-4008766",0,1,"","0","0"
"858-4008786",1,1,"","0","0"
"858-4008789",0,1,"","0","0"
"858-4008795",0,1,"","0","0"
"858-4008798",0,1,"","0","0"
"858-4008825",0,1,"","0","0"
"858-4008830",0,1,"","0","0"
"858-4008844",0,1,"","0","0"
"858-4008865",0,1,"","0","0"
"858-4008881",0,1,"","0","0"
"858-4008891",0,1,"","0","0"
"858-4008904",0,1,"","0","0"
"858-4008906",0,1,"","0","0"
"858-4008911",0,1,"","0","0"
"858-4008918",0,1,"","0","0"
"858-4008933",0,1,"","0","0"
"858-4008946",0,1,"","0","0"
"858-4008949",0,1,"","0","0"
"858-6000066",0,1,"","0","0"
"858-6000269",0,1,"","0","0"
"858-6000364",0,1,"","0","0"
"858-6000435",0,1,"","0","0"
"858-6000453",0,1,"","0","0"
"858-6000462",0,1,"","0","0"
"858-6000502",0,1,"","0","0"
"858-6000504",0,1,"","0","0"
"858-6000516",1,0,"","0","0"
"858-6000634",0,1,"","0","0"
"858-6000655",1,1,"","0","0"
"858-6000683",1,1,"","0","0"
"858-6000730",0,1,"","0","0"
"858-6000766",0,1,"","0","0"
"858-6000906",0,1,"","0","0"
"858-6000938",0,1,"","0","0"
"858-6000974",0,1,"","0","0"
"858-6001086",0,1,"","0","0"
"858-6001356",0,1,"","0","0"
"858-6001394",0,1,"","0","0"
"858-6001425",0,1,"","0","0"
"858-6001438",0,1,"","0","0"
"858-6001490",0,1,"","0","0"
"858-6001611",0,1,"","0","0"
"858-6001624",0,1,"","0","0"
"894-0000900",1,1,"","0","0"
"894-0001488",1,1,"","0","0"
"894-0001602",1,1,"","0","0"
"894-0001893",0,1,"","0","0"
"894-0002030",1,1,"","0","0"
"894-0002442",1,1,"","0","0"
"894-0002598",1,1,"","0","0"
"894-0002607",1,1,"","0","0"
"894-0002737",1,1,"","0","0"
"894-0003951",1,1,"","0","0"
"894-0003994",1,1,"","0","0"
"894-0004023",1,1,"","0","0"
"894-0004315",0,1,"","0","0"
"894-0005101",1,1,"","0","0"
"894-0005162",1,1,"","0","0"
"894-0005978",0,1,"","0","0"
"894-0006022",1,1,"","0","0"
"894-0006049",1,1,"","0","0"
"894-0006180",1,1,"","0","0"
"894-0006887",0,1,"","0","0"
"894-0007089",0,1,"","0","0"
"894-0007179",0,1,"","0","0"
"894-0007490",0,1,"","0","0"
"894-0007527",0,1,"","0","0"
"894-0008407",1,1,"","0","0"
"894-0008598",0,1,"","0","0"
"894-0008800",1,1,"","0","0"
"894-0008973",0,1,"","0","0"
"894-0009301",0,1,"","0","0"
"894-0009395",0,1,"","0","0"
"894-0010235",1,1,"","0","0"
"894-0010436",0,1,"","0","0"
"894-0010476",0,1,"","0","0"
"894-0010683",0,1,"","0","0"
"894-0010735",1,1,"","0","0"
"894-0010841",0,1,"","0","0"
"894-0010932",1,1,"","0","0"
"894-0010981",1,1,"","0","0"
"894-0011011",0,1,"","0","0"
"894-0011238",1,1,"","0","0"
"894-0011716",1,1,"","0","0"
"894-0011811",0,1,"","0","0"
"894-0011829",0,1,"","0","0"
"894-0012092",1,1,"","0","0"
"894-0012102",1,1,"","0","0"
"894-0012290",1,1,"","0","0"
"894-0012479",1,1,"","0","0"
"894-0012656",1,1,"","0","0"
"894-0012678",0,1,"","0","0"
"894-0012688",0,1,"","0","0"
"894-0012798",1,1,"","0","0"
"894-0012910",0,1,"","0","0"
"894-0012922",1,1,"","0","0"
"894-0013272",1,1,"","0","0"
"894-0013721",1,1,"","0","0"
"894-0014406",1,1,"","0","0"
"894-0014479",1,1,"","0","0"
"894-0014794",0,1,"","0","0"
"894-0014819",1,1,"","0","0"
"894-0014830",1,1,"","0","0"
"894-0015123",0,1,"","0","0"
"894-0015895",1,1,"","0","0"
"894-0016190",1,1,"","0","0"
"894-0016198",1,1,"","0","0"
"894-0016997",1,1,"","0","0"
"894-0017404",1,1,"","0","0"
"894-0017662",1,1,"","0","0"
"894-0018147",0,1,"","0","0"
"894-0018709",0,1,"","0","0"
"894-0018828",1,1,"","0","0"
"894-0019050",0,1,"","0","0"
"894-0019226",1,1,"","0","0"
"894-0019260",1,1,"","0","0"
"894-0019313",1,1,"","0","0"
"894-0019460",1,1,"","0","0"
"894-0019468",1,1,"","0","0"
"894-0019475",1,1,"","0","0"
"894-0019768",1,1,"","0","0"
"894-0019962",1,1,"","0","0"
"894-0020451",1,1,"","0","0"
"894-0021474",1,1,"","0","0"
"894-0021784",1,1,"","0","0"
"894-0021788",1,1,"","0","0"
"894-0022356",1,1,"","0","0"
"894-0022661",1,1,"","0","0"
"894-0024684",1,1,"","0","0"
"894-0024781",0,1,"","0","0"
"894-0025385",1,1,"","0","0"
"894-0025792",0,1,"","0","0"
"894-0026013",0,1,"","0","0"
"894-0026075",1,1,"","0","0"
"894-0026143",1,1,"","0","0"
"894-0026176",1,1,"","0","0"
"894-0026468",1,1,"","0","0"
"894-0026663",0,1,"","0","0"
"894-0026672",1,1,"","0","0"
"894-0026727",1,1,"","0","0"
"894-0026836",1,1,"","0","0"
"894-0026882",1,1,"","0","0"
"894-0026966",1,1,"","0","0"
"894-0027095",1,1,"","0","0"
"894-0027192",1,1,"","0","0"
"894-0027415",1,1,"","0","0"
"894-0027422",1,1,"","0","0"
"894-0027434",1,1,"","0","0"
"894-0027513",1,1,"","0","0"
"894-0027527",1,1,"","0","0"
"894-0027657",1,1,"","0","0"
"894-0027692",1,1,"","0","0"
"894-0027914",1,1,"","0","0"
"894-0028020",0,1,"","0","0"
"894-0028055",1,1,"","0","0"
"894-0028058",1,1,"","0","0"
"894-0028101",1,1,"","0","0"
"894-0028242",1,1,"","0","0"
"894-0028388",1,1,"","0","0"
"894-0028660",1,1,"","0","0"
"894-0028969",1,1,"","0","0"
"894-0029170",1,1,"","0","0"
"894-0029378",1,1,"","0","0"
"894-0029538",1,1,"","0","0"
"894-0029745",1,1,"","0","0"
"894-0030102",0,1,"","0","0"
"894-0030205",1,1,"","0","0"
"894-0031526",1,1,"","0","0"
"894-0033326",1,1,"","0","0"
"894-0033397",0,1,"","0","0"
"894-0033728",1,1,"","0","0"
"894-0033874",1,1,"","0","0"
"894-0033934",0,1,"","0","0"
"894-0034219",1,1,"","0","0"
"894-0034319",0,1,"","0","0"
"894-0034421",1,1,"","0","0"
"894-0034724",0,1,"","0","0"
"894-0034815",0,1,"","0","0"
"894-0034848",1,1,"","0","0"
"894-0034882",0,1,"","0","0"
"894-0034935",1,1,"","0","0"
"894-0035108",1,1,"","0","0"
"894-0035227",0,1,"","0","0"
"894-0035287",1,1,"","0","0"
"894-0035296",1,1,"","0","0"
"894-0035300",1,1,"","0","0"
"894-0035520",0,1,"","0","0"
"894-0035617",0,1,"","0","0"
"894-0035626",1,1,"","0","0"
"894-0035689",0,1,"","0","0"
"894-0035778",0,1,"","0","0"
"894-0035810",1,1,"","0","0"
"894-0035820",1,1,"","0","0"
"894-0035888",1,1,"","0","0"
"894-0035953",1,1,"","0","0"
"894-0035990",1,1,"","0","0"
"894-0036024",0,1,"","0","0"
"894-0036232",0,1,"","0","0"
"894-0036298",1,1,"","0","0"
"894-0036344",1,1,"","0","0"
"894-0036430",1,1,"","0","0"
"894-0036514",1,1,"","0","0"
"894-0036606",1,1,"","0","0"
"894-0037369",1,1,"","0","0"
"894-0037426",1,1,"","0","0"
"894-0042121",1,1,"","0","0"
"894-0042366",1,1,"","0","0"
"894-0042437",1,1,"","0","0"
"894-0042498",1,1,"","0","0"
"894-0042583",0,1,"","0","0"
"894-0042585",1,1,"","0","0"
"894-0042640",1,1,"","0","0"
"894-0042708",1,1,"","0","0"
"894-0042772",1,1,"","0","0"
"894-0043061",1,1,"","0","0"
"894-0043383",1,1,"","0","0"
"894-0043399",1,1,"","0","0"
"894-0043408",0,1,"","0","0"
"894-0043446",0,1,"","0","0"
"894-0043495",1,1,"","0","0"
"894-0043542",1,1,"","0","0"
"894-0043661",1,1,"","0","0"
"894-0043850",0,1,"","0","0"
"894-0043952",1,1,"","0","0"
"894-0043967",1,1,"","0","0"
"894-0044072",1,1,"","0","0"
"894-0044114",1,1,"","0","0"
"894-0044122",1,1,"","0","0"
"894-0044154",1,1,"","0","0"
"894-0044188",0,1,"","0","0"
"894-0044202",0,1,"","0","0"
"894-0044324",1,1,"","0","0"
"894-0044433",1,1,"","0","0"
"894-0044610",1,1,"","0","0"
"894-0044628",1,1,"","0","0"
"894-0044684",1,1,"","0","0"
"894-0044718",1,1,"","0","0"
"894-0044845",1,1,"","0","0"
"894-0044850",0,1,"","0","0"
"894-0044882",1,1,"","0","0"
"894-0045028",1,1,"","0","0"
"894-0045031",1,1,"","0","0"
"894-0045034",1,1,"","0","0"
"894-0045127",1,1,"","0","0"
"894-0045315",1,1,"","0","0"
"894-0045400",0,1,"","0","0"
"894-0045423",1,1,"","0","0"
"894-0045440",1,1,"","0","0"
"894-0045471",0,1,"","0","0"
"894-0045600",0,1,"","0","0"
"894-0045724",0,1,"","0","0"
"894-0045839",1,1,"","0","0"
"894-0046063",0,1,"","0","0"
"894-0046185",1,1,"","0","0"
"894-0046395",1,1,"","0","0"
"894-0046860",1,1,"","0","0"
"894-0046867",1,1,"","0","0"
"894-0046939",0,1,"","0","0"
"894-0047002",1,1,"","0","0"
"894-0047105",1,1,"","0","0"
"894-0047115",1,1,"","0","0"
"894-0047361",1,1,"","0","0"
"894-0047732",1,1,"","0","0"
"894-0047844",0,1,"","0","0"
"894-0047850",0,1,"","0","0"
"894-0047853",0,1,"","0","0"
"894-0047983",0,1,"","0","0"
"894-0048062",0,1,"","0","0"
"894-0048174",0,1,"","0","0"
"894-0048308",0,1,"","0","0"
"894-0048454",0,1,"","0","0"
"894-0048620",1,1,"","0","0"
"894-0048680",0,1,"","0","0"
"894-0048700",1,1,"","0","0"
"894-0048866",0,1,"","0","0"
"894-0049058",0,1,"","0","0"
"894-0049110",0,1,"","0","0"
"894-0049224",0,1,"","0","0"
"894-0049238",1,1,"","0","0"
"894-0049239",1,1,"","0","0"
"894-0049267",0,1,"","0","0"
"894-0049270",1,1,"","0","0"
"894-0049294",1,1,"","0","0"
"894-0049322",1,1,"","0","0"
"894-0049380",1,1,"","0","0"
"894-0049736",1,1,"","0","0"
"894-0049803",0,1,"","0","0"
"894-0049899",1,1,"","0","0"
"894-0050089",1,1,"","0","0"
"894-0050108",1,1,"","0","0"
"894-0050128",1,1,"","0","0"
"894-0050252",1,1,"","0","0"
"894-0050255",1,1,"","0","0"
"894-0050284",1,1,"","0","0"
"894-0050411",0,1,"","0","0"
"894-0050565",0,1,"","0","0"
"894-0050679",1,1,"","0","0"
"894-0050715",0,1,"","0","0"
"894-0050738",1,1,"","0","0"
"894-0050785",0,1,"","0","0"
"894-0050810",0,1,"","0","0"
"894-0050925",1,1,"","0","0"
"894-0050982",0,1,"","0","0"
"894-0051108",1,1,"","0","0"
"894-0051134",1,1,"","0","0"
"894-0051142",1,1,"","0","0"
"894-0051166",0,1,"","0","0"
"894-0051169",1,1,"","0","0"
"894-0051175",1,1,"","0","0"
"894-0051213",1,1,"","0","0"
"894-0051230",1,1,"","0","0"
"894-0051238",0,1,"","0","0"
"894-0051263",1,1,"","0","0"
"894-0051294",1,1,"","0","0"
"894-0051313",0,1,"","0","0"
"894-0051324",0,1,"","0","0"
"894-0051561",0,1,"","0","0"
"894-0051563",1,1,"","0","0"
"894-0051564",1,1,"","0","0"
"894-0051621",0,1,"","0","0"
"894-0051634",1,1,"","0","0"
"894-0051719",1,1,"","0","0"
"894-0051731",1,1,"","0","0"
"894-0051742",1,1,"","0","0"
"894-0051854",1,1,"","0","0"
"894-0051919",1,1,"","0","0"
